date	p_key	part_max	part_min	etype_name	etype_cat	eorg_name	eorg_cat	etheme	eremarks	etype_ischurch	etype_isdemo
1990-01-22	102	0	0	Warnstreik	Warnstreik	kA	kA			0	0
1990-01-26	102	3000	0	Friedensgebet	Kirche	kA	kA	Für ein einiges Deutschland, die Auflösung des MfS und der SED-PDS.		1	1
1990-01-27	102	120000	80000	kA	kA	SPD	Partei		Kundgebung mit Willy Brandt.	0	0
1990-02-01	102	2000	0	kA	kA	Kreiskrankenhaus	Angehörige Öffentlicher Dienst	Für die Verbesserung der Arbeitsbedingungen.		0	0
1990-02-02	102	600	0	kA	kA	kA	kA			1	0
1990-02-08	102	500	0	kA	kA	kA	kA			1	0
1990-02-09	102	400	0	kA	kA	kA	kA			1	0
1990-02-12	102	0	0	kA	kA	kA	kA			1	0
1990-02-16	102	5000	0	Friedensgebet	Kirche	kA	kA			1	1
1990-03-12	102	1000	0	Wahlkundgebung	Wahlkundgebung	CDU	Partei			0	0
1990-04-14	102	150	0	Ostermarsch	Marsch	kA	kA			1	0
1990-04-20	102	150	0	kA	kA	Bürgerkomitee	Bürgerinitiative	Für die Überprüfung der Kanditaten der Volkskammer auf MfS-Mitarbeit.		1	0
1989-12-01	104	150	0	kA	kA	kA	kA			1	0
1989-11-05	105	120	0	kA	kA	kA	kA			1	0
1990-01-28	105	600	0	Menschenkette	Menschenkette/Mahnwache	kA	kA	Menschenkette zwischen Großburschla (DDR) und Altenburschla (BRD) für die Einheit Deutschlands.		1	0
1989-11-30	106	100	0	kA	kA	kA	kA	Es wird die Öffnung einer Grenzübergangsstelle gefordert.	An der Demonstration nehmen der Bürgermeister und eine Blaskapelle teil.	1	0
1989-12-07	106	150	0	kA	kA	kA	kA	Für die Öffnung einer Grenzübergangsstelle.		1	0
1990-01-03	106	100	0	kA	kA	kA	kA	Für die Öffnung einer Grenzübergangsstelle.		1	0
1990-02-06	106	0	0	kA	kA	kA	kA		40 BRD und 20 DDR Bürger fodern die Öffnung einer Grenzübergangsstelle.	1	0
1989-11-03	103	700	600	Schweigemarsch	Marsch	kA	kA			1	0
1989-10-23	107	1000	200	Schweigemarsch	Marsch	kA	kA		Schweigemarsch zum Friedensplatz nach einer "Marienfeierstunde".	1	1
1989-10-30	107	10000	8000	Gebet	Kirche	kA	kA			1	1
1989-11-04	107	2000	0	kA	kA	kA	kA			1	0
1989-11-06	107	25000	15000	Gottesdienst	Kirche	kA	kA	Für freie Wahlen und für die Abschaffung des Sperrgebietes.		1	1
1989-11-13	107	9000	8000	Gottesdienst	Kirche	kA	kA	Gegen die führende Rolle der SED.		1	1
1989-11-20	107	9000	0	kA	kA	kA	kA			1	0
1989-11-27	107	2500	0	kA	kA	kA	kA			1	0
1989-12-06	107	0	0	kA	kA	kA	kA		Besetzung der MfS Kreisdiensstelle.	0	0
1989-12-11	107	35000	25000	Friedensgebet	Kirche	Demokratische Initiative Heiligenstadt	Bürgerinitiative	Für ein vereintes Eichsfeld und die Auflösung des MfS.		1	1
1989-12-18	107	4000	0	kA	kA	kA	kA			1	0
1990-01-08	107	25000	4000	kA	kA	Demokratische Initiative	Partei	"Wer SED wählt - wählt die Massenflucht"		1	0
1990-01-17	107	0	0	Warnstreik	Warnstreik	kA	kA			0	0
1990-01-20	107	150	0	kA	kA	kA	kA			1	0
1990-01-22	107	0	0	Schülerdemo	Demonstration	kA	kA	Für die Abschaffung von Russisch- und Staatsbürgerkundeunterrichts.		1	0
1990-01-22	107	3000	0	Friedensgebet	Kirche	kA	kA			1	1
1990-01-29	107	5000	3000	Friedensgebet	Kirche	kA	kA	Für eine rasche Wiedervereinigung, die Selbstauflösung der SED-PDS, die  Einführung der sozialen Marktwirtschaft, einer Währungsangleichung und die  Entmachtung des MfS.		1	1
1990-02-05	107	3000	0	kA	kA	kA	kA			1	0
1990-02-14	107	140	0	kA	kA	Volkspolizisten	Angehörige Staat	Nie wieder Staatsbüdel einer Partei, sondern nur noch Volkspolizei.		1	0
1990-03-12	107	1500	0	kA	kA	kA	kA	Für freie und geheime Wahlen.		1	0
1989-11-15	108	80	0	kA	kA	kA	kA	Es wird gefordert eine Grenzübergangsstelle einzurichten.		1	0
1989-11-07	109	100	0	kA	kA	kA	kA	Bewohner des Sperrgebietes protestieren am Sperrgebietkontrollpunkt Katharinenberg, für die Aufhebung des Grenzgebietes.		1	0
1989-11-22	110	100	0	kA	kA	kA	kA	Für die Einrichtung einer Grenzübergangsstelle.		1	0
1989-12-01	110	200	0	kA	kA	kA	kA	Es wird die Öffnung der Grenze gefordert.		1	0
1989-11-11	111	0	0	Kerzendemonstration	Demonstration	kA	kA	"Der Zaun muß weg"		1	0
1989-11-13	111	200	0	kA	kA	kA	kA	Demonstration zur Staatsgrenze der DDR.		1	0
1989-11-07	112	40	0	kA	kA	kA	kA	Demonstration vor dem Objekt der Grenztruppen, die Demonstranten riefen "Nieder mit den Zaun".		1	1
1989-10-19	113	0	0	Gottesdienst	Kirche	kA	kA			1	1
1989-10-26	113	2500	0	Messe	Kirche	kA	kA			1	1
1989-11-02	113	8000	3000	Gottesdienst	Kirche	kA	kA			1	1
1989-11-09	113	22000	5000	Bittgottesdienst	Kirche	kA	kA	Für die Anerkennung der Mündigkeit der Bürger, die Abschaffung des Führungsanspruches der SED und dem Wegfall des Speergebietes.		1	1
1989-11-16	113	4000	0	kA	kA	kA	kA			1	0
1989-11-30	113	1000	0	kA	kA	kA	kA			1	0
1989-12-14	113	2000	0	Friedensgebet	Kirche	kA	kA			1	1
1990-01-11	113	5000	0	Friedensgebet	Kirche	Kirchgemeinde	Kirche			1	1
1990-01-12	113	500	0	kA	kA	kA	kA			1	0
1990-01-25	113	0	0	kA	kA	kA	kA			1	0
1990-02-08	113	150	0	kA	kA	kA	kA			1	0
1990-03-13	113	1000	0	kA	kA	kA	kA			1	0
1989-10-18	114	150	0	kA	kA	kA	kA			0	0
1989-10-20	114	2000	600	Friedensgebet	Kirche	kA	kA	Für Reformen und gegen die Stasi.		1	1
1989-10-22	114	600	0	kA	kA	kA	kA			1	1
1989-10-27	114	500	0	Friedensgottesdienst	Kirche	kA	kA	Stasi in die Volkswirtschaft	Demonstration zur Bezirksverwaltung des MfS	1	1
1989-10-28	114	1000	0	kA	kA	kA	kA	Eine Dialogveranstaltung findet in und vor der Kirche statt und wird mit Lautsprechern übertragen.		0	1
1989-11-03	114	600	0	Friedensgebet	Kirche	kA	kA	Es wird die Absetzung des 1. Kreissekretär der SED gefordert.		1	1
1989-11-04	114	5000	3000	Informationsveranstaltung	Dialog/Info	Initiativgruppe Veränderung jetzt	Bürgerinitiative			1	1
1989-11-10	114	500	400	Friedensgebet	Kirche	kA	kA	Für die Absetzung der Funktionäre.		1	1
1989-12-01	114	3500	500	Friedensgebet	Kirche	kA	kA			1	1
1989-12-08	114	500	0	Friedensgebet	Kirche	kA	kA			1	1
1989-12-15	114	0	0	Friedensgebet	Kirche	kA	kA			1	1
1989-12-18	114	400	0	kA	kA	kA	kA			1	0
1990-01-08	114	1500	0	kA	kA	Evangelische Kirche	Kirche	"Volksbildung"		1	0
1990-01-18	114	0	0	Warnstreik	Warnstreik	kA	kA			0	0
1990-01-19	114	1000	0	kA	kA	kA	kA			1	0
1990-01-22	114	0	0	Warnstreik	Warnstreik	kA	kA			0	0
1990-01-22	114	2500	0	kA	kA	kA	kA			1	0
1990-01-24	114	0	0	Warnstreik	Warnstreik	kA	kA			0	0
1990-01-29	114	1500	0	kA	kA	kA	kA			1	0
1990-02-14	114	250	0	kA	kA	kA	kA	Mehr Unterstützung für die neuen demokratischen Initiativen.		0	0
1989-10-10	115	0	0	kA	kA	kA	kA			1	0
1989-10-24	115	2500	800	Fürbittgottesdienst	Kirche	kA	kA	"Wir sind das Volk", "Neues Forum zulassen"		1	1
1989-10-31	115	20000	10000	kA	kA	kA	kA			1	0
1989-11-07	115	30000	0	kA	kA	kA	kA			1	0
1989-11-12	115	1800	0	kA	kA	kA	kA			1	0
1989-11-14	115	10000	7500	kA	kA	kA	kA	freie Wahlen		1	0
1989-11-21	115	5000	0	kA	kA	Neues Forum	Partei	Gegen die Führungsrolle der SED.		1	0
1989-11-28	115	8000	0	kA	kA	kA	kA	Es wird die Beseitigung des Hubschrauberplatzes der Grenztruppen gefordert.		1	0
1989-12-05	115	10000	0	kA	kA	kA	kA	Für die Wiedervereinigung Deutschlands.		1	0
1989-12-12	115	5000	4000	kA	kA	Neues Forum	Partei			1	0
1989-12-19	115	6000	2500	kA	kA	kA	kA			1	0
1990-01-09	115	12000	0	kA	kA	Neues Forum	Partei	Für die Einheit Deutschlands und gegen das MfS.		1	0
1990-01-11	115	0	0	Warnstreik	Warnstreik	kA	kA			0	0
1990-01-15	115	0	0	kA	kA	kA	kA			1	0
1990-01-23	115	20000	0	kA	kA	Neues Forum	Partei	Gegen die SED-PDS und das MfS.		1	0
1990-01-25	115	0	0	kA	kA	kA	kA			1	0
1990-01-25	115	0	0	Warnstreik	Warnstreik	kA	kA			0	0
1990-01-30	115	5000	0	kA	kA	Neues Forum	Partei	Gegen eine Koalition mit der SED-PDS.		1	0
1990-02-06	115	5000	0	kA	kA	Neues Forum	Partei	Für die Einheit Deutschlands.		1	0
1990-02-13	115	0	0	Warnstreik	Warnstreik	kA	kA			0	0
1990-02-13	115	3000	0	kA	kA	Bürgerkomitee	Bürgerinitiative			1	0
1990-02-14	115	200	0	kA	kA	Volkspolizisten	Angehörige Staat	Nie wieder Staatsbüdel einer Partei, sondern nur noch Volkspolizei.		1	0
1990-02-16	115	0	0	Warnstreik	Warnstreik	kA	kA			0	0
1990-03-13	115	2500	0	kA	kA	kA	kA			1	0
1989-11-09	116	500	0	kA	kA	kA	kA		Das Rathausgespräch musste wegen zu großem Andrang auf den Marktplatz verlegt werden.	1	0
1989-12-18	116	80	0	kA	kA	Schüler	Schule	Für die Abschaffung des Russisch- und Staatsbürgerkundeunterrichtes.		1	0
1989-11-21	117	100	0	kA	kA	kA	kA	Für die Eröffnung einer Grenzübergangsstelle.		1	0
1989-11-29	117	60	0	kA	kA	kA	kA	Es wird die Öffnung einer Grenzübergangsstelle gefordert.		1	0
1989-12-20	117	200	0	kA	kA	kA	kA	Für die Öffnung einer Grenzübergangsstelle.		1	0
1989-11-12	118	400	0	kA	kA	kA	kA		Das Tor zum Grenzzaun wird geöffnet und 400 Personen passieren die Grenze.	1	0
1990-01-11	119	0	0	Warnstreik	Warnstreik	VEB Elektroinstallation	Angehörige Wirtschaft			0	0
1990-01-12	119	3400	0	Warnstreik	Warnstreik	kA	kA			0	0
1989-11-29	120	15	0	kA	kA	kA	kA	Für die Eröffnung einer Grenzübergangsstelle.		1	0
1989-12-10	120	100	0	kA	kA	kA	kA	Es wird die Öffnung des Grenzzaunes gefordert.		1	0
1989-11-07	121	100	0	kA	kA	kA	kA			1	0
1989-10-25	123	800	450	Friedensgottesdienst	Kirche	kA	kA	Demokratie	Demonstration zur SED-Kreisleitung.	1	1
1989-10-26	123	600	0	kA	kA	kA	kA		Demonstration nach einer Dialogveranstaltung im Kino.	1	0
1989-10-28	123	8000	3000	kA	kA	kA	kA	Es wird die Ablösung des 1. Sekretär der SED-Kreisleitung gefordert.		1	0
1989-11-01	123	1700	0	Friedensgebet	Kirche	kA	kA	Für freie Wahlen.		1	1
1989-11-04	123	1500	0	kA	kA	kA	kA		Es wird eine Untersuchungskommission gegen Machtmißbrauch gebildet.	0	0
1989-11-08	123	1000	0	Messe	Kirche	kA	kA	"Wir sind das Volk", "Wir bleiben hier", "MfS in die Produktion"	An der SED-Kreisleitung werden Kerzen abgestellt.	1	1
1989-11-10	123	0	0	Martinsfeier	Kirche	kA	kA		Kinderdemonstration ins Stadtzentrum von Sondershausen.	1	1
1989-11-15	123	500	0	Friedensgebet	Kirche	kA	kA			1	1
1989-11-22	123	8000	2500	Friedensgebet	Kirche	kA	kA	"Der Mensch lebt nicht vom Pass allein - für Demokratie und Reformen in der DDR"	Zwei Demonstrationszüge von zwei Kirchen aus demonstrieren zum Marktplatz.	1	1
1989-11-29	123	250	0	kA	kA	kA	kA			1	0
1989-12-06	123	0	0	Friedensgebet	Kirche	kA	kA		Besetzung der Kreisdienststelle des MfS.	1	1
1989-12-13	123	0	0	Friedensgebet	Kirche	kA	kA		Menschenkette vor der Kaserne der Nationalen Volksarmee.	1	1
1990-01-10	123	0	0	Friedensgebet	Kirche	kA	kA			1	1
1990-01-15	123	8000	0	Friedensgebet	Kirche	Neues Forum	Partei	Gegen die Restaurationspolitik der SED und ihres Sicherheitsapparstes.		1	1
1990-01-17	123	600	0	kA	kA	kA	kA			1	0
1990-03-03	123	0	0	Wahlkundgebung	Wahlkundgebung	SPD	Partei			0	0
1990-03-15	123	0	0	Wahlkundgebung	Wahlkundgebung	Allianz für Deutschland	Angehörige Staat			0	0
1990-03-15	123	0	0	kA	kA	Lehrer, Schüler	Schule			1	0
1990-04-11	123	1500	0	Friedensgebet	Kirche	kA	kA	Für eine umfassende Justizreform.		1	1
1989-12-10	124	500	0	Schweigedemonstration	Demonstration	Neues Forum	Partei			1	0
1989-11-01	122	700	0	kA	kA	kA	kA	Gegen die Alleinherrschaft der SED.		1	1
1989-12-07	122	1500	0	kA	kA	kA	kA	Stasi raus", "Freiheit durch Einheit"		1	0
1989-12-13	122	80	0	kA	kA	kA	kA			0	0
1990-01-15	122	0	0	Warnstreik	Warnstreik	kA	kA			0	0
1990-01-22	122	700	0	kA	kA	kA	kA			1	0
1990-01-20	125	20000	0	kA	kA	kA	kA			1	0
1990-01-21	126	80000	20000	Probelauf	Protestaktion	kA	kA	"Wer die SED wählt - wählt die Massenflucht; für ein geeintes Deutschland"	Probelauf mit Koffern und Rucksäcken in die grenznahe BRD-Gemeinde Gerblingerode.	1	0
1989-11-15	127	500	0	kA	kA	kA	kA	Für die Öffnung einer Grenzübergangsstelle.	Demonstration zur Grenze.	1	0
1990-01-15	127	0	0	kA	kA	kA	kA			1	0
1990-01-17	127	400	0	kA	kA	kA	kA			1	0
1989-10-31	128	600	0	kA	kA	kA	kA			1	0
1990-01-18	128	2500	0	kA	kA	kA	kA	Für die Wiedervereinigung  und gegen die SED-PDS.		1	0
1990-03-14	128	400	0	kA	kA	kA	kA			1	0
1989-12-29	129	0	0	kA	kA	kA	kA	Bei einer Demonstration zum Truppenübungsplatz der NVA wird die Abschaffung des Schießplatzes gefodert.		1	0
1990-01-01	129	375	0	kA	kA	kA	kA	Für die Abschaffung des NVA-Truppenübungsplatzes.		1	0
1990-01-21	129	1500	0	kA	kA	kA	kA	Für die Abschaffung des NVA Übungsplatzes.	Es wird eine Petition mit 5.000 Unterschriften übergeben.	1	0
1989-10-24	130	5000	0	kA	kA	kA	kA			1	0
1989-10-31	130	10000	6000	kA	kA	kA	kA	"Stasi raus"	Die Demostration führt zur MfS Kreisdienststelle.	1	1
1989-11-07	130	20000	0	kA	kA	kA	kA	Für Reisefreiheit und freie Wahlen.		1	0
1989-11-14	130	10000	0	kA	kA	oppositionelle Gruppen	Bürgerinitiative			1	0
1989-11-19	130	1500	0	kA	kA	Deutsches National Theater	Künstler	Für Meinungsfreiheit und gegen die führende Rolle der SED.		1	0
1989-11-21	130	5000	0	kA	kA	Evangelische Kirche	Kirche	Für freie Wahlen und gegen ökologische Missstände.		1	0
1989-11-28	130	3000	0	kA	kA	kA	kA	Für eine aktivere Städtepartnerschaft mit Trier.		1	0
1989-12-03	130	0	0	Menschenkette	Menschenkette/Mahnwache	Aktion Sühnezeichen	Partei	"Ein Licht für unser Land"		1	0
1989-12-05	130	5000	0	kA	kA	kA	kA	Gegen SED und Stasi für die Aufdeckung von Machtmißbrauch und die Fortsetzung der Erneuerung.	Gleichzeitig Besetzung der MfS Kreisdienststelle durch 80 Personen.	1	0
1989-12-09	130	300	0	kA	kA	kA	kA	Jugendliche demonstrieren gegen Rechtsradikalismus.		1	0
1989-12-10	130	0	0	kA	kA	kA	kA	Gegen die fortgesetzten Aktivitäten des MfS.		1	0
1989-12-12	130	2000	0	kA	kA	kA	kA	Gegen die Umweltverschmutzung und für die Wiedervereinigung Deutschlands.		1	0
1989-12-19	130	2000	0	Friedensgebet	Kirche	kA	kA	"Solidarität mit Rumänien"		1	1
1989-12-30	130	0	0	kA	kA	Antifa	Antifaschisten	"Weimar Nazifreie Zone"		1	0
1990-01-09	130	8000	0	kA	kA	Neues Forum	Partei	Gegen die Ausgleichszahlung an MfS-Mitarbeiter und für die für Wiedervereinigung.		1	0
1990-01-11	130	15000	0	Warnstreik	Warnstreik	kA	kA	Gegen MfS und SED-Filz.	15.000 Menschen aus 90 Betrieben in und um Weimar legen die Arbeit für zwei Stunden nieder.	0	0
1990-01-16	130	6000	0	kA	kA	Neues Forum	Partei	Für die Beschleunigung des Demokratisierungsprozesses.		1	0
1990-01-23	130	1000	0	kA	kA	kA	kA	Für die Deutsche Einheit.		1	0
1990-01-29	130	100	0	kA	kA	kA	kA			1	0
1990-01-30	130	1000	0	kA	kA	kA	kA	Aufgaben der Gewerkschaften und Betriebsräte, Zerschlagung der SED-PDS und freie Wahlen.		1	0
1990-02-06	130	1000	0	kA	kA	Neues Forum	Partei	Für einen Geldumtausch Umtausch 1:1.		1	0
1990-02-14	130	0	0	kA	kA	Volkspolizisten	Angehörige Staat	Für ein neues Beamtengesetz und mehr Rechtssicherheit.		1	0
1990-02-24	130	10000	0	Wahlkundgebung	Wahlkundgebung	Bund freier Demokraten	Partei		Kundgebung mit Hans-Dietrich Genscher.	0	0
1990-03-01	130	0	0	Wahlkundgebung	Wahlkundgebung	Allianz für Deutschland	Angehörige Staat		Kundgebung mit Max Streibl.	0	0
1990-03-14	130	300	0	Wahlkundgebung	Wahlkundgebung	Allianz für Deutschland	Angehörige Staat			0	0
1990-03-27	130	0	0	kA	kA	Studenten	Hochschule			1	0
1990-04-27	130	0	0	kA	kA	Studenten	Hochschule			1	0
1989-10-26	131	0	0	kA	kA	kA	kA			1	0
1989-11-06	131	0	0	kA	kA	kA	kA			1	1
1989-11-10	131	700	400	kA	kA	kA	kA	Für die Öffnung einer Grenzübergangsstelle.	Kundgebung vor dem Volkspolizeikreisamt.	0	0
1989-11-13	131	200	0	kA	kA	kA	kA			1	0
1989-12-07	131	4000	0	kA	kA	kA	kA		Anschließend findet eine Dialogveranstaltung in der Stadthalle statt.	1	0
1989-12-10	131	100	0	kA	kA	kA	kA		Schweigemarsch	1	1
1989-12-14	131	2000	0	kA	kA	kA	kA	"Wir sind ein Volk"	Anschließend findet eine Dialogveranstaltung in der Stadthalle statt.	1	0
1990-01-12	131	0	0	Warnstreik	Warnstreik	kA	kA			0	0
1989-11-21	132	350	0	kA	kA	kA	kA	Für die Eröffnung einer Grenzübergangsstelle.		1	0
1989-11-28	132	400	0	Lichterkette	Marsch	kA	kA	Es wird die Eröffnung einer Grenzübergangsstelle gefordert.	Mit 200 Teilnehmern aus der Bundesrepublik und 300 Teilnehmern aus der DDR.	1	0
1990-01-01	408	300	0	kA	kA	Angehörige der Volksarmee	Angehörige Staat	Für eine umfassende Militärreform.		1	0
1989-11-12	409	8500	7000	kA	kA	Neues Forum	Partei			1	0
1989-11-13	409	600	0	kA	kA	kA	kA			1	0
1989-11-19	409	3000	0	kA	kA	SED	Partei	Gegen ein Ausverkauf der DDR.		1	0
1989-11-22	409	150	0	kA	kA	kA	kA			1	0
1989-12-20	409	1500	0	kA	kA	kA	kA			1	0
1990-01-10	409	5000	0	kA	kA	Neues Forum	Partei	Gegen die finstere Erneuerung der SED-PDS.		1	0
1990-01-27	409	60	0	kA	kA	kA	kA	Gegen die Durchführung eines Kongresses zur Gründung eines sozialistischen Jugendverbandes.		1	0
1990-02-26	409	2000	0	kA	kA	kA	kA			1	0
1989-11-07	410	4000	0	kA	kA	kA	kA			1	0
1990-01-19	410	0	0	Warnstreik	Warnstreik	kA	kA			0	0
1989-12-20	411	80	0	kA	kA	kA	kA			1	0
1989-12-30	411	1500	0	kA	kA	kA	kA			1	0
1990-01-13	411	1500	0	kA	kA	kA	kA	Gegen die SED-PDS.		1	0
1989-10-30	412	1500	0	Gottesdienst	Kirche	kA	kA			1	1
1989-11-06	412	1600	0	Montagsandacht	Kirche	kA	kA			1	1
1989-12-05	412	0	0	kA	kA	Neues Forum	Partei	Demonstration im Stahlwerk mit der Forderung "FDJ raus aus den Betrieben".		1	0
1989-11-21	413	100	0	kA	kA	kA	kA			1	0
1989-11-05	414	5000	0	kA	kA	Rat der Stadt	Kommune	Es wird der Führungsanspruch der SED kritisiert.		0	0
1989-12-16	414	400	0	kA	kA	LDPD	Partei	Für freie und demokratische Wahlen.		1	0
1989-12-17	414	400	0	kA	kA	kA	kA			1	0
1990-01-06	414	0	0	kA	kA	Bürgerforum Potsdam	Bürgerinitiative	Gegen die Weiterfianzierung von Ex-Funktionären.	Gleichzeitig findet eine Demonstration der SED-PDS statt.	1	0
1990-01-27	414	0	0	kA	kA	kA	kA	Gegen die Schießübungen des Standortes der sowjetischen Streitkräfte.		1	0
1990-04-28	414	250	0	kA	kA	kA	kA	Gegen die Umweltverschmutzung und den Fluglärm der sowjetischen Streitkräfte.		1	0
1989-11-19	415	1500	0	kA	kA	kA	kA	Für die Schließung der Mülldeponie Ketzin.		1	0
1990-01-04	415	200	0	kA	kA	kA	kA	Für die Schließung der Mülldeponie in Ketzin.		1	0
1990-01-20	415	1000	0	kA	kA	kA	kA			1	0
1990-01-27	415	200	0	kA	kA	kA	kA	"Kein Sondermüll mehr nach Vorketzin", für den Rücktritt des Rates der Stadt.		1	0
1990-02-12	415	150	0	kA	kA	kA	kA	Gegen weitere Müllimporte in die DDR.		1	0
1989-11-16	417	250	0	kA	kA	kA	kA	Für freie Wahlen und einen besseren Umweltschutz.		1	0
1989-12-16	418	50	0	kA	kA	kA	kA			1	0
1990-02-22	418	200	0	kA	kA	kA	kA			1	0
1990-02-25	418	200	0	kA	kA	kA	kA			1	0
1989-11-01	416	1500	0	kA	kA	kA	kA			1	0
1989-11-08	416	700	0	kA	kA	kA	kA			1	0
1989-11-15	416	350	0	Friedensgebet	Kirche	kA	kA	freie Wahlen		1	1
1989-12-13	416	300	0	kA	kA	kA	kA			1	0
1990-01-17	416	700	0	kA	kA	kA	kA			1	0
1990-04-23	416	1200	0	kA	kA	SPD	Partei			0	0
1990-04-24	416	50	0	kA	kA	PDS	Partei			0	0
1989-10-07	419	20	0	kA	kA	kA	kA	"Gorbatschow"	Die Polizei schreitet dagegen ein.	1	0
1989-10-08	419	30	0	kA	kA	kA	kA	"Wir bleiben hier -Reformen wollen wir"	Es werden 16 Personen festgenommen.	1	0
1989-10-09	419	500	0	Friedensgebet	Kirche	kA	kA			1	1
1989-10-23	419	100	0	Friedensgebet	Kirche	kA	kA			1	1
1989-10-30	419	300	0	Fürbittandacht	Kirche	kA	kA	"Erich ist weg, Egon kann gehen, wir wollen freie Wahlen sehen"		1	1
1989-11-06	419	0	0	kA	kA	kA	kA			1	1
1990-01-14	419	0	0	kA	kA	Neues Forum	Partei	Gegen die schleppende Entmachtung der SED.		1	0
1989-11-18	420	1300	0	kA	kA	Neues Forum	Partei			1	0
1990-02-07	420	250	0	Warnstreik	Warnstreik	Kreiskrankenhaus	Angehörige Öffentlicher Dienst	Lohnerhöhung		0	0
1990-02-10	421	0	0	Warnstreik	Warnstreik	kA	kA			0	0
1989-12-11	422	4000	3500	kA	kA	Evangelische Kirche	Kirche			0	0
1990-01-20	422	1000	0	kA	kA	kA	kA			1	0
1990-01-29	422	2000	0	kA	kA	kA	kA			1	0
1989-09-01	423	120	0	Marsch	Marsch	Evangelische Kirche	Kirche	Zum Gedenken an den 50. Jahrestag des Überfalls auf Polen.	Auf dem Platz der Opfer des Faschismus findet eine Andacht statt.	1	0
1989-11-02	423	500	0	kA	kA	kA	kA			1	0
1989-11-07	423	1500	33	Friedensgebet	Kirche	kA	kA			1	1
1989-11-13	423	12000	10000	Schweigemarsch	Marsch	kA	kA	Gegen den Fluglärm in Neuruppin.		1	0
1989-11-18	423	3000	2000	kA	kA	Neues Forum	Partei	"Auf rollenden Steinen wächst kein Moos", für die Durchsetzung der Verfassungsmäßigen Rechte auf Versammlungs- Meinungs- und Vereinigungsfreiheit.		1	0
1989-11-28	423	2000	0	kA	kA	Neues Forum	Partei	"Fachleute an die Macht anstelle disziplinierter Parteinicker", "Freie Wahlen 1990!"		1	0
1989-12-03	423	0	0	Menschenkette	Menschenkette/Mahnwache	Aktion Sühnezeichen	Partei	"Ein Licht für unser Land"		1	0
1989-12-05	423	0	0	kA	kA	kA	kA		Besetzung MfS Kreisdienststelle.	0	0
1989-12-07	423	0	0	Friedensgebet	Kirche	kA	kA	Gegen die SED und das MfS.		1	1
1989-12-23	423	0	0	Schweigemarsch	Marsch	kA	kA	"Solidarität mit Rumänien"		1	0
1990-01-08	423	4000	0	kA	kA	kA	kA	Gegen den Fluglärm der sowjetischen Streitkräfte.		1	0
1990-01-15	423	5000	4000	kA	kA	Neues Forum	Partei	"Gegen die Wende der Wende"		1	0
1990-01-22	423	4000	0	kA	kA	Neues Forum	Partei	Für Chancengleichheit im Wahlkampf und für die für Wiedervereingung.		1	0
1990-03-05	423	0	0	kA	kA	Rentner	Rentner	Es wird gefordert die SED-Kreisleitung in altersgerechte Wohnungen umzubauen.		1	0
1990-03-11	423	25000	0	kA	kA	SPD	Partei		Kundgebung mit Willy Brandt.	0	0
1990-03-13	423	0	0	Friedensgebet	Kirche	kA	kA	Am Niemöller Platz wird ein "Bäumchen der Hoffnung" gepflanzt.		1	1
1989-12-16	424	50	0	kA	kA	kA	kA			1	0
1989-11-18	425	2500	0	kA	kA	kA	kA			1	0
1989-12-16	425	300	0	kA	kA	kA	kA	Für die Übergabe eines Waldstückes aus NVA-Nutzung an den Rat des Kreises.		1	0
1989-12-17	425	0	0	kA	kA	kA	kA	Sternfahrt zur Speedwaybahn bei Wolfslake für die Entmilitarisierung der Wälder.		1	0
1990-01-27	426	1000	0	kA	kA	kA	kA			1	0
1989-10-08	427	10	0	kA	kA	kA	kA		Es werden alle Teilnehmer zugeführt. Die Jugendlichen führen ein weißes Plakat ohne Aufschrift mit.	1	0
1989-09-10	428	0	0	kA	kA	kA	kA		Jugendliche nehmen mit eigenen Plakaten an der offlziellen Gedenkfeier für die Opfer des Faschismus teil. Die Polizei nimmt die Jugendlichen fest.	1	0
1989-10-07	428	3000	200	kA	kA	kA	kA		Die Polizei schreitet dagegen ein und nimmt 106 Teilnehmer fest.	1	0
1989-10-16	428	0	0	kA	kA	kA	kA			1	0
1989-10-21	428	200	150	kA	kA	kA	kA	"Abrüstung unserer Sicherheitsorgane - Dialog statt Gummiknüppel", "Keine Verfolgung politisch Engagierter - wir fordern Dialog"		1	0
1989-10-26	428	50	0	kA	kA	Studenten	Hochschule	Stopp des Abrisses der Alten Bausubstanz.		1	0
1989-11-04	428	30000	20000	kA	kA	Evangelische Kirche	Kirche	Für die Erneuerung des Landes, freie Wahlen und Stasi in die Produktion.		1	0
1989-11-11	428	500	0	kA	kA	Neues Forum	Partei		Gleichzeitig findet eine Kundgebung der SED statt.	1	0
1989-11-15	428	12000	0	Umweltnacht	Dialog/Info	Umweltbund Argus	Bürgerinitiative	ökologische Probleme		0	0
1989-11-18	428	700	0	kA	kA	Potsdamer Basisgruppen	Bürgerinitiative	Gegen das MfS und für dessen Auflösung.	Demonstration zur Bezirksverwaltung des MfS.	1	0
1989-11-19	428	6000	0	kA	kA	SED-Bezirksleitung	Partei	Für eine Erneuerung der Partei.		0	0
1989-11-25	428	600	400	kA	kA	Potsdamer Basisgruppen	Bürgerinitiative	Für freie Wahlen mit Neuem Forum und SDP und für Versammlungs-, Rede- und Demonstrationsfreiheit.		1	0
